id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca604e2d2a5b77edd59b,SPICE Simulation of Surface Acoustic Wave Interdigital Transducers,"Surface Acoustic Wave (SAW) devices, are not normally amenable to simulation through circuit simulators. In this letter, an electrical macromodel of Mason's Equivalent Circuit for an interdigital transducer (IDT) is proposed which is compatible to a widely used general purpose circuit simulator SPICE endowed with the capability to handle negative capacitances and inductances. Illustrations have been given to demonstrate the simplicity of ascertaining the frequency and time domain characteristics",Quantum Technologies & Semiconductor Technology,Plasmonic & Fiber Optic Sensors,0.72,sonnet,Quantum Technologies & Semiconductor Technology,Fiber Photonic Devices & Engineering,Y,N,,,
69deca184e2d2a5b77ed3729,Laser-driven phosphor-converted green photonic technology based solid state lighting device for high-brightness illumination,"The laser-based phosphor-converted white light sources have gained significant attention due to their high energy efficiency, even at high current densities and no-efficiency droop. Nonetheless, the issue of low colour rendering index (CRI) persists. This study explores a novel approach to generating high-quality white light using a combination of red (SrAlSiN3:Eu) and green (SrBaSiO3:Eu) phosphors. These phosphors, known for their efficiency and brightness, were combined in a single film deposi",Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.72,haiku,Quantum Technologies & Semiconductor Technology,Quantum Photonics & Entanglement,Y,N,,,
69deca134e2d2a5b77ed2942,Power Optimised Segment Based Shared Path Protection in optical packet switched networks,This paper presents sleep mode strategy to achieve minimal power consumption with Segment Based Shared Path Protection. Saved power is used for enhancing the data rate incorporating a contention resolution algorithm. © 2012 OSA.,Next-Gen Communication,Free Space Optical Communication,0.6,haiku,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,N,,,
69deca4c4e2d2a5b77edacc4,Self-implementation of social choice correspondences in Nash equilibrium,"A social choice correspondence is Nash self-implementable if it can be implemented in Nash equilibrium by a social choice function that selects from it as the game form. We provide a complete characterization of all unanimous and anonymous Nash self-implementable social choice correspondences when there are two agents or two alternatives. For the case of three agents and three alternatives, only the top correspondence is Nash self-implementable. In all other cases, every Nash self-implementable ","Social Sciences, Humanities & Management",Supply Chain & Operations Management,0.45,sonnet,"Social Sciences, Humanities & Management",Development Economics & Social Welfare,Y,N,,,
6a5418345ac95135d3b18763,Effect of Limestone on Electrical Properties of Cementitious Systems,"The composition of ordinary portland cement (OPC) changed in North America with the addition of ground limestone in 2004 (since the adoption of ASTM C150-04a), which reacts to form carboaluminate hydration products. This paper discusses the potential influence of limestone addition on the porosity, pore connectivity, formation factor, and electrical properties of cementitious systems. The carboaluminate reaction products can result in a system with limestone that has an equivalent water-powder r",Smart & Sustainable Infrastructure,Building Energy & Thermal Performance,0.45,sonnet,Smart & Sustainable Infrastructure,Structural Dynamics & Seismic Engineering,Y,N,,,
69deca5e4e2d2a5b77edcfc4,Experimental investigation on effects of exhaust gas recirculation on flame kernel growth rate in a hydrogen fuelled spark ignition engine,"This paper describes the experimental investigation on effects of exhaust gas recirculation (EGR) on flame kernel growth rate (FKGR) in a hydrogen fuelled spark ignition (SI) engine and correlation development for FKGR. A single cylinder, four-stroke, forced air cooled, bi-fuelled (i.e., gasoline and hydrogen) SI engine was selected for this study. The engine was fuelled by gasoline in carbureted mode and by hydrogen using timed manifold injection. The study was carried out for evaluation of FKG","Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,0.45,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,N,,,
69deca244e2d2a5b77ed5375,Towards agent-based GRID-enabled and sensor-driven fire dynamics simulation harnessed over Bluetooth and Wi-Fi devices,The present paper is motivated by the need to develop technological infrastructure for informed and reliable decision support in various crisis and disaster management situations. It describes our prototype data-driven fire hazard simulator capable of predicting fire propagation dynamics that allows the user to take decisions based on reliable micro-future predictions of fire propagation based on potential personnel actions. Several heterogeneous technologies are integrated to achieve this goal.,Smart & Sustainable Infrastructure,Transportation Systems & Traffic Management,0.45,sonnet,Smart & Sustainable Infrastructure,Urban Air Quality & Emissions Monitoring,Y,N,,,
69deca234e2d2a5b77ed50b9,A genetic algorithm based scheduling for a flexible system,"Based on the rapid technical development in the last decade, the automation in many areas of production and distribution has developed significantly. This leads to complex situations where decisions have to be taken within a short time and among several alternatives - often without the human intervention. This paper considers flexible system as a mixed model flexible flow line, where 'n' independent jobs are required to be processed on 'm' different machines, where all the jobs have the same pro",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.45,sonnet,Manufacturing & Industry 4.0,Advanced Surface Finishing & Processing,Y,N,,,
69deca4b4e2d2a5b77edaa6e,An axiomatic basis for communication,"The de facto service architecture of today's communication networks, in particular the Internet, is heterogeneous, complex, ad hoc, and not particularly well understood. With layering as the only means for functional abstraction, and even this violated by middle-boxes, the diversity of current technologies can barely be expressed, let alone analyzed. As a first step to remedying this problem, we present an axiomatic formulation of fundamental forwarding mechanisms in communication networks. This",Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",0.45,sonnet,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,N,,,
69dec9f64e2d2a5b77ece682,Energy Harvesting from Water Droplet Motion Confined on A Hydrophobic-Hydrophilic Stripped Surface,"This paper reports a water droplet-based electrostatic energy harvester which is based on rolling of droplet on a well-defined hydrophilic channel (SiO2) having precharged hydrophobic film of CYTOP as side walls. CYTOP is a hydrophobic material which has high charge trapping potential because of high breakdown voltage in the range 132 V/m, The developed device works on the variable capacitor model, and converts mechanical motion of droplet into electrical energy. Design and developed of the repo","Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,0.45,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,N,,,
69deca634e2d2a5b77edddb6,Characterization of an Overlooked Kinematical Descriptor in the Second-Gradient Hyperelastic Theory for Thin Shells,"In 1978, Murdoch presented a direct second-gradient hyperelastic theory for thin shells in which the strain-energy density associated with a deformation η of a surface S is allowed to depend constitutively on the three kinematical descriptors C, H, and F⊤G, where F=GradSη, C=F⊤F, H=F⊤LS′F is the covariant pullback of the curvature tensor LS′ of the deformed surface S′, and G=GradSF. On the other hand, in Koiter’s direct thin-shell theory, the strain-energy density depends constitutively on only ","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,N,,,
69deca454e2d2a5b77ed98d2,Sustainability 4.0 and its applications in the field of manufacturing,"Sustainability 4.0 is being enabled through the effective adoption of modern technologies such as the Internet of Things (IoT), Artificial Intelligence (AI), Machine Learning (ML), Machine Vision (MV), Data Analytics (DA), Additive Manufacturing (AM) and other modern technologies. These technologies enable services at significantly lower prices due to the effective use of energy and resources with lesser wastage. Manufacturers are constantly looking for methods to lower the operating expenses as",Manufacturing & Industry 4.0,Advanced Surface Finishing & Processing,0.45,sonnet,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,Y,N,,,
